genre,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,valence,tempo
disco,1,0,4,0.0266,0.733,0.795,0.000948,0.083,-7.224,0.892,109.122
disco,9,1,4,0.289,0.639,0.893,0.00816,0.222,-6.509,0.966,126.143
disco,0,1,4,0.117,0.879,0.581,0,0.0435,-6.078,0.629,114.226
disco,11,1,4,0.114,0.706,0.727,7.70E-05,0.174,-8.714,0.965,119.55
disco,5,0,4,0.461,0.66,0.927,5.73E-05,0.699,-5.867,0.458,136.247
disco,0,1,4,0.245,0.667,0.599,0,0.107,-8.894,0.971,127.935
disco,2,0,4,0.705,0.831,0.794,3.40E-05,0.0978,-3.701,0.735,118.075
disco,1,1,4,0.189,0.799,0.878,0.000105,0.14,-7.109,0.816,104.284
disco,1,1,4,0.219,0.851,0.406,6.41E-06,0.0853,-11.631,0.792,97.84
disco,10,1,4,0.665,0.456,0.332,0.000248,0.138,-9.775,0.237,93.633
disco,6,1,4,0.00793,0.72,0.808,0.0293,0.0634,-5.627,0.869,126.041
disco,5,1,4,0.522,0.791,0.734,0.00165,0.167,-5.464,0.962,105.854
disco,5,1,4,0.76,0.595,0.643,0,0.538,-9.275,0.73,135.633
disco,7,1,4,0.0258,0.91,0.641,6.42E-05,0.0642,-11.316,0.903,118.533
disco,10,0,4,0.273,0.594,0.38,2.87E-05,0.1,-12.059,0.446,92.004
disco,5,1,4,0.011,0.712,0.549,0,0.118,-9.484,0.552,109.882
disco,2,1,4,0.0818,0.869,0.503,0.00837,0.187,-12.804,0.914,112.664
disco,1,1,4,0.219,0.851,0.406,6.41E-06,0.0853,-11.631,0.792,97.84
disco,6,0,4,0.0421,0.878,0.84,0.0035,0.053,-13.105,0.882,116.222
disco,10,1,4,0.225,0.668,0.73,0,0.188,-7.182,0.894,92.049
disco,2,1,4,0.188,0.734,0.42,0.242,0.0826,-12.036,0.462,94.161
disco,0,1,4,0.447,0.784,0.713,0.14,0.0904,-6.865,0.97,115.443
disco,1,1,4,0.0765,0.774,0.641,0,0.0867,-10.193,0.875,113.256
disco,8,0,4,0.00637,0.686,0.718,0.000703,0.119,-5.054,0.557,115.026
disco,10,1,4,0.239,0.851,0.669,0.0852,0.108,-9.562,0.911,126.624
disco,9,0,4,0.0943,0.836,0.626,0.742,0.153,-10.143,0.898,114.657
disco,1,1,4,0.146,0.885,0.664,0.0506,0.0767,-11.806,0.901,121.633
disco,0,1,4,0.0182,0.681,0.716,0.17,0.337,-10.911,0.963,123.009
disco,9,1,4,0.668,0.676,0.692,0.00915,0.13,-13.093,0.799,102.516
disco,6,0,4,0.0125,0.779,0.717,0.0536,0.355,-9.7,0.789,115.384
disco,0,1,4,0.188,0.688,0.727,0,0.0624,-4.85,0.964,126.814
disco,3,1,4,0.0192,0.862,0.624,0.000153,0.0465,-11.63,0.882,124.896
disco,9,1,4,0.00737,0.786,0.627,0.00186,0.181,-11.177,0.831,126.461
disco,5,1,4,0.115,0.808,0.85,0.000109,0.316,-8.772,0.717,106.855
disco,0,1,4,0.0149,0.681,0.83,0.00376,0.214,-6.088,0.817,103.777
disco,11,0,4,0.0769,0.707,0.759,2.84E-05,0.0775,-12.328,0.955,115.142
disco,1,0,4,0.0209,0.885,0.474,0,0.0895,-8.133,0.794,150.072
disco,5,0,4,0.191,0.68,0.877,0.000656,0.349,-10.241,0.922,108.674
disco,6,1,4,0.372,0.792,0.476,0.0157,0.027,-11.707,0.82,98.871
disco,9,1,4,0.446,0.675,0.733,1.80E-05,0.201,-4.5,0.83,175.011
disco,5,1,4,0.258,0.522,0.346,0,0.114,-15.462,0.27,131.692
disco,0,0,4,0.366,0.62,0.436,0.00118,0.114,-14.511,0.334,126.454
disco,0,1,4,0.531,0.612,0.444,0,0.126,-12.752,0.503,114.961
disco,11,0,4,0.119,0.705,0.709,1.69E-05,0.286,-12.649,0.853,110.523
disco,5,0,4,0.0288,0.699,0.883,0,0.817,-3.226,0.499,127.961
disco,0,1,4,0.506,0.744,0.545,0.0977,0.0649,-9.361,0.346,97.409
disco,9,0,4,0.112,0.826,0.9,0.00136,0.0875,-4.383,0.954,132.099
disco,9,0,4,0.414,0.487,0.246,0,0.0983,-14.104,0.0562,61.084
disco,11,1,4,0.0416,0.712,0.664,0.000104,0.0668,-8.026,0.781,122.014
disco,5,0,4,0.178,0.873,0.855,0.0282,0.0377,-8.559,0.884,107.868
disco,1,0,4,0.0976,0.921,0.48,0,0.0768,-9.2,0.317,120.043
disco,6,0,4,0.416,0.498,0.63,0,0.238,-5.808,0.822,169.115
disco,7,0,4,0.269,0.73,0.622,0.00874,0.111,-11.7,0.752,90.973
disco,10,1,4,0.0261,0.766,0.844,0.605,0.18,-3.851,0.835,129.323
disco,5,1,4,0.114,0.729,0.78,0.106,0.0759,-7.604,0.795,111.833
disco,4,0,4,0.0129,0.863,0.538,0.0188,0.0877,-13.924,0.877,118.931
disco,9,0,4,0.00293,0.668,0.678,0,0.265,-10.317,0.657,120.029
disco,6,1,4,0.532,0.424,0.443,0.000389,0.673,-13.45,0.391,131.675
disco,10,1,4,0.753,0.489,0.866,0,0.876,-7.433,0.416,138.63
disco,2,1,4,0.0996,0.586,0.377,3.15E-06,0.0859,-12.638,0.438,90.716
disco,5,0,4,0.0197,0.88,0.821,0.661,0.234,-2.545,0.575,127.907
disco,0,1,4,0.0761,0.808,0.485,0.00414,0.0477,-8.829,0.714,122.659
disco,11,0,4,0.417,0.538,0.969,0.00154,0.119,-5.626,0.928,138.652
disco,11,0,4,0.0225,0.748,0.84,5.41E-06,0.139,-4.537,0.68,123.974
disco,4,1,4,0.496,0.931,0.801,0.379,0.0563,-10.725,0.971,119.533
disco,1,1,4,0.00048,0.421,0.858,0.895,0.165,-9.907,0.585,138.018
disco,6,0,4,0.034,0.613,0.962,0,0.824,-5.07,0.496,113.015
disco,5,0,4,0.727,0.477,0.381,0,0.0615,-10.237,0.329,121.568
disco,8,1,4,0.355,0.636,0.405,0,0.0804,-11.113,0.257,128.068
disco,2,1,4,0.364,0.469,0.382,0.00025,0.36,-13.203,0.178,149.994
disco,9,1,4,0.729,0.423,0.384,4.11E-06,0.27,-12.503,0.521,90.43
disco,1,1,4,0.0466,0.843,0.656,0.0187,0.169,-11.184,0.931,121.112
disco,8,0,4,0.175,0.593,0.791,0,0.0976,-8.698,0.63,112.295
disco,4,0,4,0.291,0.666,0.714,0.0212,0.128,-9.448,0.69,89.018
disco,0,1,4,0.181,0.613,0.82,1.45E-06,0.049,-10.175,0.465,115.125
disco,9,1,4,0.415,0.863,0.726,0.0299,0.0735,-6.649,0.93,132.574
disco,2,1,4,0.288,0.782,0.622,0.53,0.58,-5.832,0.921,106.022
hiphop,2,0,4,0.0706,0.676,0.609,0,0.152,-5.831,0.508,142.037
hiphop,10,0,4,0.145,0.808,0.745,0,0.292,-5.26,0.829,165.995
hiphop,11,1,4,0.189,0.769,0.787,0,0.129,-3.909,0.836,126.77
hiphop,8,1,4,0.0794,0.816,0.582,5.84E-06,0.0916,-4.141,0.542,160.004
hiphop,1,0,4,0.113,0.768,0.652,0,0.107,-2.708,0.777,154.187
hiphop,6,0,4,0.558,0.656,0.614,0.000862,0.215,-4.973,0.35,128.038
hiphop,7,1,4,0.392,0.809,0.545,0,0.151,-6.678,0.244,97.008
hiphop,11,1,4,0.0177,0.882,0.602,0,0.178,-5.554,0.43,142.959
hiphop,2,0,4,0.0608,0.876,0.662,0,0.127,-6.482,0.844,75.445
hiphop,8,1,4,0.149,0.837,0.364,0,0.271,-11.713,0.463,123.984
hiphop,7,1,4,0.0849,0.787,0.713,0,0.717,-5.252,0.762,175.041
hiphop,10,0,4,0.101,0.831,0.502,0,0.122,-4.045,0.101,100.541
hiphop,9,1,4,0.23,0.554,0.498,5.98E-06,0.795,-8.866,0.413,79.635
hiphop,1,1,4,0.203,0.871,0.555,0,0.118,-5.968,0.248,129.973
hiphop,4,0,4,0.0174,0.823,0.552,0,0.122,-7.57,0.418,124.038
hiphop,1,1,4,0.177,0.877,0.565,0,0.123,-6.281,0.182,130.009
hiphop,11,0,4,0.0211,0.919,0.597,0,0.262,-6.656,0.792,145.049
hiphop,1,1,4,0.177,0.83,0.564,0,0.128,-7.822,0.107,85.042
hiphop,4,0,4,0.259,0.889,0.496,0,0.252,-6.365,0.544,86.003
hiphop,0,0,4,0.469,0.872,0.391,4.13E-06,0.297,-9.144,0.437,134.021
hiphop,8,1,4,0.0409,0.911,0.637,3.68E-05,0.238,-8.381,0.66,149.996
hiphop,8,1,4,0.258,0.74,0.613,0.00372,0.123,-4.88,0.473,75.023
hiphop,7,1,4,0.63,0.605,0.365,6.83E-06,0.0554,-11.144,0.224,84.628
hiphop,8,1,4,0.389,0.742,0.553,0,0.0694,-8.98,0.508,84.931
hiphop,1,0,4,0.0852,0.897,0.662,0,0.534,-6.903,0.389,112.511
hiphop,11,0,4,0.374,0.732,0.463,0,0.194,-6.972,0.397,95.971
hiphop,10,0,4,0.302,0.696,0.521,0,0.0565,-8.465,0.458,100
hiphop,9,1,4,0.00157,0.899,0.509,0,0.0573,-8.04,0.599,150.001
hiphop,10,0,4,0.111,0.935,0.552,0,0.0952,-9.373,0.615,99.993
hiphop,4,0,4,0.346,0.732,0.627,0,0.261,-5.693,0.332,81.481
hiphop,4,0,4,0.028,0.794,0.637,0,0.0919,-6.29,0.393,103.868
hiphop,4,0,4,0.0614,0.68,0.82,0,0.597,-4.197,0.243,140.033
hiphop,10,1,4,0.0957,0.97,0.463,0,0.151,-7.259,0.46,108.003
hiphop,0,0,4,0.0172,0.797,0.533,0.000152,0.103,-9.74,0.329,131.036
hiphop,9,0,4,0.556,0.921,0.537,0.00404,0.102,-5.723,0.711,128.009
hiphop,1,1,4,0.0169,0.852,0.752,0,0.394,-5.793,0.389,89.95
hiphop,2,1,4,0.00998,0.671,0.623,7.55E-06,0.643,-7.161,0.195,75.055
hiphop,9,1,4,0.149,0.88,0.428,5.07E-05,0.114,-8.28,0.333,100.007
hiphop,1,0,4,0.000282,0.908,0.621,5.39E-05,0.0958,-6.638,0.421,150.011
hiphop,6,0,4,0.00813,0.741,0.87,0,0.114,-3.494,0.663,184.194
hiphop,1,1,4,0.125,0.804,0.528,0,0.41,-3.231,0.321,138.005
hiphop,7,1,4,0.0164,0.912,0.412,0.013,0.104,-8.074,0.422,154.983
hiphop,9,0,4,0.661,0.592,0.457,0.000331,0.146,-6.081,0.225,146.04
hiphop,6,1,4,0.0533,0.878,0.619,0,0.113,-5.56,0.639,136.041
hiphop,6,1,4,0.371,0.558,0.559,7.49E-06,0.109,-9.222,0.62,78.558
hiphop,1,1,4,0.0395,0.837,0.636,0.00125,0.342,-7.643,0.274,145.972
hiphop,2,1,4,0.253,0.75,0.789,0,0.129,-4.578,0.673,147.957
hiphop,5,0,4,0.102,0.826,0.635,0,0.245,-5.181,0.808,119.954
hiphop,7,0,4,0.847,0.734,0.57,2.14E-05,0.112,-7.066,0.689,129.953
hiphop,6,1,4,0.128,0.755,0.772,0,0.157,-5.585,0.678,132.906
hiphop,5,0,4,0.035,0.964,0.346,0,0.108,-9.309,0.562,119.958
hiphop,7,1,4,0.0332,0.754,0.449,8.29E-05,0.552,-9.211,0.357,77.169
hiphop,2,1,4,0.00341,0.874,0.847,0,0.29,-3.574,0.881,134.965
hiphop,7,1,4,0.0484,0.656,0.542,0,0.126,-7.358,0.551,166.111
hiphop,1,1,4,0.0261,0.905,0.626,2.66E-06,0.0947,-5.647,0.237,145.981
hiphop,5,0,4,0.22,0.717,0.598,0,0.122,-5.613,0.496,153.905
hiphop,7,0,4,0.188,0.845,0.631,0,0.0806,-8.206,0.545,111.983
hiphop,1,1,4,0.0622,0.548,0.847,0,0.0816,-3.237,0.1,171.447
hiphop,10,1,4,0.264,0.8,0.585,0,0.153,-7.343,0.779,126.058
hiphop,10,0,4,0.142,0.628,0.75,0,0.0946,-5.219,0.374,87.008
hiphop,0,1,4,0.511,0.691,0.64,0,0.409,-6.441,0.163,138.672
hiphop,2,1,4,0.0251,0.894,0.511,0,0.14,-4.768,0.568,120.08
hiphop,1,1,4,0.0219,0.852,0.73,0,0.336,-5.803,0.394,92.506
hiphop,1,0,4,0.191,0.674,0.649,0,0.122,-8.433,0.48,153.069
hiphop,10,0,4,0.0447,0.533,0.59,0,0.0806,-8.333,0.376,104.97
hiphop,2,0,3,0.175,0.661,0.748,0,0.254,-4.809,0.509,171.983
hiphop,6,0,4,0.0949,0.848,0.745,0,0.0796,-3.052,0.516,137.024
hiphop,8,1,4,0.0408,0.911,0.647,2.89E-05,0.29,-8.425,0.647,150.003
hiphop,5,0,4,0.368,0.901,0.464,1.71E-05,0.238,-9.789,0.638,109.004
hiphop,5,0,4,0.312,0.662,0.714,0,0.179,-5.68,0.464,147.997
hiphop,9,1,4,0.0048,0.756,0.747,0.00536,0.588,-5.407,0.0687,134.935
hiphop,2,1,4,0.0531,0.831,0.427,0,0.307,-6.903,0.216,93.004
hiphop,0,1,4,0.174,0.682,0.559,0,0.344,-5.545,0.137,202.015
hiphop,2,1,4,0.474,0.677,0.33,0.000871,0.064,-11.198,0.336,68.985
hiphop,10,0,4,0.0387,0.72,0.767,0,0.202,-5.839,0.595,88.966
hiphop,4,1,4,0.0506,0.899,0.735,0,0.15,-7.719,0.884,143.001
hiphop,0,0,4,0.0342,0.862,0.685,0,0.204,-7.699,0.672,100.024
hiphop,6,0,4,0.0752,0.504,0.705,0,0.128,-8.205,0.584,175.483
hiphop,1,1,4,0.167,0.743,0.347,0.00951,0.103,-11.174,0.572,160.143
hiphop,4,0,4,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.273,120.013
hiphop,10,1,4,0.0957,0.97,0.463,0,0.151,-7.259,0.46,108.003
hiphop,10,0,4,0.113,0.808,0.617,0,0.734,-9.32,0.632,149.962
hiphop,1,1,4,0.0258,0.847,0.637,0.000648,0.382,-5.193,0.511,165.979
hiphop,1,1,4,0.0134,0.871,0.493,0.000241,0.385,-6.356,0.0495,144.989
hiphop,8,0,4,0.0521,0.861,0.603,0,0.0924,-5.788,0.504,98.043
hiphop,2,0,4,0.189,0.883,0.525,0,0.0971,-8.054,0.312,99.978
hiphop,0,1,4,0.136,0.831,0.36,0.00217,0.0703,-8.073,0.601,75.014
hiphop,5,0,4,0.391,0.699,0.503,0.0126,0.0996,-9.922,0.0546,114.86
hiphop,0,0,4,0.063,0.855,0.651,0,0.0772,-8.044,0.559,111.997
hiphop,5,0,4,0.298,0.668,0.892,0,0.735,-3.001,0.478,95.927
hiphop,1,1,4,0.00454,0.638,0.523,0,0.0842,-6.664,0.422,139.913
hiphop,5,0,4,0.57,0.62,0.574,0,0.19,-7.788,0.352,100.021
hiphop,0,0,4,0.874,0.776,0.503,0,0.112,-5.732,0.473,110.134
hiphop,1,1,4,0.779,0.699,0.304,0.000993,0.137,-11.192,0.271,119.705
hiphop,1,1,4,0.0589,0.835,0.626,6.00E-05,0.396,-5.833,0.35,91.03
hiphop,4,0,4,0.11,0.715,0.624,0,0.123,-3.046,0.412,158.087
hiphop,5,0,4,0.342,0.703,0.594,0,0.123,-6.146,0.475,153.848
hiphop,10,0,4,0.0308,0.8,0.631,0,0.147,-6.324,0.627,154.984
hiphop,0,1,4,0.135,0.779,0.362,0.206,0.111,-10.847,0.46,85.011
hiphop,4,1,4,0.194,0.729,0.625,0.00986,0.248,-5.266,0.261,146.034
jazz,9,1,4,0.165,0.694,0.831,0.000892,0.25,-7.288,0.98,125.901
jazz,5,1,3,0.546,0.273,0.347,0.0137,0.334,-8.631,0.328,87.411
jazz,1,1,4,0.92,0.319,0.21,8.06E-05,0.138,-15.231,0.209,78.696
jazz,11,0,4,0.524,0.609,0.435,0,0.118,-7.862,0.563,131.998
jazz,5,1,4,0.729,0.271,0.165,1.60E-06,0.118,-20.652,0.203,77.082
jazz,0,1,4,0.913,0.443,0.104,0,0.191,-17.042,0.394,76.497
jazz,5,1,4,0.883,0.732,0.198,1.10E-05,0.0659,-11.775,0.618,88.174
jazz,6,1,4,0.125,0.561,0.474,5.07E-06,0.0922,-9.638,0.513,86.897
jazz,0,1,3,0.904,0.363,0.129,1.52E-06,0.157,-14.304,0.147,80.367
jazz,7,0,4,0.864,0.399,0.326,0,0.191,-9.239,0.546,79.206
jazz,10,1,4,0.818,0.553,0.337,0,0.113,-10.334,0.662,101.918
jazz,3,0,4,0.936,0.464,0.305,0.0846,0.208,-12.435,0.282,108.231
jazz,11,0,3,0.689,0.477,0.433,0.000195,0.151,-6.473,0.611,82.52
jazz,9,1,4,0.906,0.601,0.222,4.11E-05,0.0723,-10.485,0.271,106.754
jazz,1,1,4,0.912,0.452,0.24,2.45E-06,0.175,-14.014,0.701,134.005
jazz,5,0,4,0.596,0.769,0.924,0.0156,0.114,-5.263,0.88,123.989
jazz,4,1,4,0.679,0.425,0.373,0,0.077,-7.543,0.663,78.225
jazz,1,1,4,0.576,0.803,0.488,0.0609,0.0763,-9.303,0.624,95.771
jazz,1,1,4,0.764,0.508,0.287,0,0.153,-12.472,0.644,154.759
jazz,0,0,4,0.94,0.532,0.0657,0.00488,0.0946,-19.136,0.292,128.607
jazz,0,1,4,0.866,0.582,0.0766,0.00394,0.091,-12.544,0.274,70.443
jazz,8,1,4,0.941,0.526,0.299,0.097,0.106,-13.797,0.679,156.848
jazz,2,0,4,0.843,0.427,0.114,0.863,0.0966,-22.546,0.114,60.484
jazz,5,1,4,0.908,0.583,0.191,0.00824,0.126,-15.938,0.342,123.303
jazz,8,1,4,0.733,0.579,0.502,0,0.281,-7.57,0.836,76.816
jazz,2,0,4,0.81,0.421,0.0161,0.0021,0.0978,-25.358,0.16,110.926
jazz,0,1,4,0.706,0.663,0.264,0,0.1,-14.571,0.657,122.482
jazz,10,1,4,0.782,0.471,0.146,0,0.0888,-13.6,0.595,78.554
jazz,5,0,4,0.896,0.704,0.103,0,0.192,-15.056,0.469,84.511
jazz,8,1,3,0.9,0.273,0.259,0,0.308,-13.967,0.604,97.085
jazz,5,1,3,0.92,0.349,0.182,0.0152,0.143,-13.507,0.178,136.092
jazz,0,1,4,0.817,0.556,0.114,0.00141,0.0626,-10.504,0.347,70.026
jazz,0,1,3,0.993,0.478,0.0294,0.948,0.105,-25.319,0.148,124.307
jazz,0,0,4,0.833,0.452,0.366,0,0.0789,-14.15,0.629,115.006
jazz,1,1,3,0.989,0.355,0.0304,0.0555,0.116,-20.479,0.188,90.495
jazz,9,1,4,0.48,0.59,0.355,0,0.0585,-14.051,0.499,133.03
jazz,2,0,4,0.83,0.418,0.285,1.53E-06,0.233,-9.43,0.4,86.13
jazz,1,1,4,0.125,0.59,0.672,1.04E-06,0.147,-11.792,0.688,206.247
jazz,0,0,4,0.942,0.372,0.187,0.139,0.161,-13.497,0.217,70.334
jazz,4,0,4,0.0903,0.759,0.756,2.36E-06,0.265,-8.145,0.613,87.059
jazz,8,0,5,0.539,0.454,0.26,0.00078,0.0675,-13.193,0.598,174.322
jazz,6,1,3,0.97,0.156,0.184,0.00458,0.26,-14.82,0.107,180.887
jazz,6,0,1,0.604,0.586,0.253,0,0.3,-11.93,0.718,108.168
jazz,0,1,4,0.173,0.848,0.666,0.000699,0.129,-6.547,0.744,96.662
jazz,1,1,4,0.951,0.425,0.0429,0.0184,0.148,-24.86,0.255,96.097
jazz,5,0,4,0.909,0.664,0.194,3.85E-05,0.0829,-15.487,0.443,129.863
jazz,5,1,3,0.466,0.653,0.351,0,0.107,-12.776,0.309,116.605
jazz,5,0,5,0.862,0.226,0.136,8.07E-06,0.302,-19.203,0.263,79.37
jazz,0,0,4,0.489,0.813,0.701,0.00116,0.294,-6.508,0.855,104.019
jazz,9,1,4,0.935,0.395,0.121,0.397,0.697,-23.427,0.139,114.519
jazz,9,1,4,0.668,0.676,0.692,0.00915,0.13,-13.093,0.799,102.516
jazz,0,1,3,0.882,0.469,0.196,0,0.0513,-16.093,0.537,130.036
jazz,5,1,4,0.971,0.488,0.0527,0.911,0.0882,-27.331,0.193,49.689
jazz,10,1,3,0.869,0.57,0.172,1.14E-06,0.114,-10.897,0.521,84.948
jazz,0,1,4,0.988,0.461,0.0546,0.208,0.126,-18.982,0.23,128.91
jazz,0,1,4,0.753,0.499,0.456,0,0.861,-11.528,0.94,205.882
jazz,8,1,4,0.923,0.499,0.0341,5.27E-05,0.131,-22.31,0.31,81.735
jazz,4,1,4,0.394,0.401,0.498,0,0.13,-10.682,0.816,181.701
jazz,2,0,4,0.723,0.521,0.516,0,0.257,-7.456,0.569,136.483
jazz,10,1,4,0.944,0.761,0.103,0,0.127,-16.964,0.53,114.044
jazz,6,0,3,0.755,0.42,0.398,0.000537,0.172,-9.13,0.364,88.897
jazz,6,0,4,0.88,0.612,0.144,0,0.203,-12.204,0.343,128.629
jazz,5,1,4,0.877,0.739,0.199,1.23E-05,0.0591,-11.763,0.631,88.466
jazz,7,1,4,0.313,0.772,0.796,0.00272,0.0754,-5.546,0.499,104.013
jazz,7,1,4,0.919,0.478,0.201,0,0.0854,-16.768,0.857,136.471
jazz,11,0,5,0.916,0.172,0.0696,0.00199,0.137,-21.295,0.103,167.974
jazz,8,0,4,0.0937,0.47,0.381,0.851,0.227,-8.848,0.382,76.817
jazz,11,0,4,0.471,0.619,0.381,0.0318,0.101,-10.691,0.312,139.929
jazz,9,1,4,0.833,0.556,0.61,2.22E-06,0.258,-4.729,0.665,199.373
jazz,3,1,4,0.81,0.252,0.231,0.000167,0.199,-14.181,0.196,89.859
jazz,0,1,3,0.213,0.65,0.323,0,0.187,-8.698,0.276,110.962
jazz,5,1,4,0.683,0.543,0.284,0,0.101,-13.205,0.409,125.558
jazz,0,1,4,0.81,0.499,0.304,0,0.0546,-11.541,0.521,129.301
jazz,3,1,4,0.232,0.613,0.631,0.00362,0.284,-7.731,0.388,140.002
jazz,6,0,4,0.895,0.771,0.158,0,0.144,-10.374,0.504,130.094
jazz,7,1,3,0.905,0.42,0.0802,0.857,0.135,-21.795,0.0541,122.041
jazz,0,1,4,0.779,0.723,0.0811,0,0.509,-14.113,0.36,88.044
jazz,0,1,4,0.705,0.517,0.151,0.00136,0.116,-17.266,0.21,136.356
jazz,9,0,3,0.984,0.367,0.122,4.37E-05,0.172,-21.34,0.104,75.265
jazz,6,1,4,0.949,0.445,0.0982,1.71E-06,0.109,-14.339,0.085,232.69
jazz,0,1,4,0.911,0.38,0.119,2.40E-06,0.149,-14.246,0.156,163.139
jazz,0,1,3,0.893,0.475,0.068,0.00216,0.105,-20.033,0.266,95.165
jazz,0,1,4,0.963,0.581,0.0543,0.000274,0.0968,-14.595,0.175,124.185
jazz,3,1,4,0.87,0.563,0.136,0,0.106,-17.402,0.368,104.928
jazz,6,0,4,0.978,0.401,0.0236,0.579,0.102,-18.749,0.163,110.519
jazz,5,1,4,0.962,0.445,0.146,1.05E-05,0.249,-16.064,0.332,86.637
jazz,7,1,4,0.989,0.6,0.177,0.868,0.149,-16.07,0.56,120.03
jazz,0,0,4,0.941,0.438,0.00756,0.00643,0.109,-26.44,0.277,133.32
jazz,6,1,4,0.532,0.424,0.443,0.000389,0.673,-13.45,0.391,131.675
jazz,5,0,3,0.958,0.361,0.118,0.953,0.0926,-20.489,0.12,186.964
jazz,8,0,4,0.965,0.482,0.101,0.00335,0.125,-18.914,0.189,105.719
jazz,0,1,4,0.938,0.271,0.219,0.00086,0.263,-9.767,0.375,74.68
jazz,4,0,4,0.0682,0.41,0.761,0.0077,0.0758,-9.453,0.391,132.889
jazz,2,0,5,0.972,0.504,0.0644,4.36E-06,0.174,-14.754,0.403,106.994
jazz,9,0,3,0.978,0.388,0.145,6.86E-06,0.0997,-19.697,0.0911,75.474
jazz,10,0,4,0.0283,0.768,0.787,0.00122,0.317,-8.178,0.855,94.104
jazz,0,1,4,0.955,0.313,0.078,4.48E-06,0.169,-17.583,0.125,128.065
jazz,10,1,4,0.699,0.58,0.299,0.00386,0.0805,-13.03,0.364,93.037
jazz,5,0,4,0.82,0.615,0.177,0.000186,0.135,-16.925,0.383,124.558
jazz,5,1,4,0.76,0.561,0.33,0.134,0.106,-13.51,0.378,79.01
metal,6,0,4,0.00206,0.579,0.824,0.00903,0.059,-8.71,0.635,123.331
metal,3,0,4,0.00958,0.556,0.864,0,0.209,-5.87,0.4,105.143
metal,0,1,4,0.0778,0.532,0.887,0.000214,0.294,-3.757,0.795,122.511
metal,4,0,4,0.000481,0.589,0.89,0.00082,0.201,-3.719,0.692,90.598
metal,7,0,4,0.000278,0.419,0.934,0.0015,0.132,-3.908,0.286,127.288
metal,9,1,4,0.0046,0.496,0.863,0,0.639,-4.153,0.243,110.018
metal,9,1,4,0.361,0.453,0.906,0.000569,0.26,-4.001,0.473,137.575
metal,11,0,4,0.00664,0.545,0.865,1.12E-05,0.168,-5.708,0.543,99.01
metal,6,1,4,0.0901,0.446,0.952,0.0857,0.112,-5.321,0.624,125.303
metal,11,0,4,0.000595,0.557,0.886,9.84E-05,0.0904,-4.196,0.17,114.025
metal,3,0,4,0.000996,0.695,0.876,6.89E-06,0.106,-4.262,0.941,89.954
metal,7,1,4,0.000118,0.427,0.946,0.0253,0.0604,-2.188,0.237,101.305
metal,3,0,4,0.000297,0.58,0.916,0.0259,0.126,-4.358,0.683,118.004
metal,7,0,4,0.00169,0.361,0.97,0.00163,0.357,-4.817,0.254,179.017
metal,8,1,4,0.000684,0.553,0.853,0,0.126,-3.668,0.506,122.023
metal,8,1,4,0.0195,0.453,0.987,0.283,0.268,-4.485,0.316,123.544
metal,0,0,4,0.0663,0.541,0.96,2.25E-06,0.344,-2.947,0.812,122.803
metal,7,1,4,0.0266,0.466,0.833,0,0.0327,-4.215,0.661,88.785
metal,4,0,4,0.000237,0.354,0.982,0.000294,0.204,-3.026,0.194,143.772
metal,4,0,4,0.000172,0.492,0.896,2.78E-06,0.189,-5.819,0.534,184.981
metal,8,1,4,0.00141,0.611,0.95,1.59E-06,0.0543,-3.509,0.607,132.078
metal,8,1,4,0.000165,0.533,0.955,1.36E-05,0.38,-3.708,0.55,107.984
metal,4,0,3,0.0505,0.558,0.364,5.02E-06,0.0753,-11.258,0.17,142.171
metal,3,0,4,0.00821,0.461,0.897,0,0.0965,-3.982,0.358,165.107
metal,1,1,4,0.0133,0.639,0.71,0,0.118,-7.445,0.378,119.989
metal,0,1,4,0.000839,0.416,0.988,0,0.137,-3.466,0.47,174.995
metal,8,1,3,0.000264,0.413,0.873,0.0025,0.204,-4.151,0.481,116.681
metal,4,1,4,0.0576,0.559,0.345,0.000105,0.141,-13.496,0.458,84.581
metal,0,1,4,0.0459,0.616,0.91,0,0.343,-3.004,0.693,144.073
metal,4,0,4,0.00721,0.331,0.943,2.06E-06,0.242,-3.188,0.296,94.612
metal,11,1,4,0.0192,0.268,0.98,0.00709,0.182,-5.958,0.395,100.315
metal,10,1,4,0.00135,0.446,0.764,0,0.099,-5.042,0.543,172.094
metal,8,1,4,2.86E-05,0.217,0.92,0,0.102,-4.479,0.376,167.169
metal,10,0,4,7.13E-05,0.392,0.964,0.0387,0.106,-4.441,0.269,167.024
metal,5,1,4,0.0141,0.623,0.93,1.64E-06,0.138,-5.285,0.287,120.119
metal,5,1,4,0.0124,0.412,0.919,0.0601,0.424,-7.291,0.572,166.367
metal,6,0,4,0.0177,0.291,0.974,5.44E-06,0.886,-2.997,0.348,134.724
metal,4,0,4,0.00364,0.659,0.93,0.00124,0.149,-3.41,0.534,130.94
metal,2,1,4,2.23E-05,0.353,0.898,0.105,0.39,-5.877,0.525,103.293
metal,4,1,4,0.0129,0.472,0.671,0,0.159,-4.649,0.0681,82.952
metal,7,1,4,0.0212,0.7,0.864,0,0.0956,-3.629,0.887,102.997
